id,node_code_st,node_code_en,voltage,length_km,reactance,ttc_mw
963,SS_75,SS_61,230,11.9,0.00649,558
964,SS_61,SS_36,230,6.5,0.00353,558
965,SS_36,VS_969,230,4.4,0.00241,558
966,SS_44,SS_61,230,24.1,0.01317,558
967,SS_754,SS_708,315,409.4,0.08253,1855
968,SS_419,SS_418,345,299.8,0.07279,837
969,SS_375,SS_419,345,77.3,0.01877,837
970,SS_643,SS_375,345,173.3,0.04207,837
971,SS_367,SS_329,735,372.3,0.00689,1910
972,SS_679,SS_305,735,587.4,0.01087,3819
973,SS_679,SS_149,735,47.9,0.00089,1910
974,SS_286,SS_149,315,162.9,0.03283,928
975,SS_286,SS_149,315,163,0.03286,928
976,SS_221,VS_977,765,127.3,0.00629,1855
977,SS_154,SS_165,735,159.2,0.00295,1910
978,SS_154,SS_165,735,159.4,0.00295,1910
979,SS_154,SS_840,735,113.6,0.0021,1910
980,SS_348,SS_3,735,148.9,0.00276,1910
981,SS_165,SS_3,735,106.1,0.00196,1910
982,SS_481,SS_3,735,101.1,0.00187,1910
983,SS_45,SS_481,735,101.1,0.00187,1910
984,VS_909,SS_781,735,27.6,0.00051,1910
985,VS_909,VS_918,735,85.4,0.00158,1910
986,SS_154,SS_134,735,567.8,0.01051,3819
987,SS_330,SS_325,735,410.1,0.00759,3819
988,SS_330,SS_325,735,410.2,0.00759,3819
989,SS_330,SS_325,735,434.1,0.00803,3819
990,SS_740,SS_55,315,21.3,0.0043,928
991,SS_740,SS_45,315,10.5,0.00212,928
992,SS_41,SS_338,315,567.1,0.1143,1855
993,SS_41,SS_338,315,567.5,0.1144,1855
994,SS_162,SS_165,230,65.6,0.03585,558
995,SS_20,SS_118,230,22.7,0.0124,558
996,SS_702,SS_590,345,68.6,0.01666,837
997,SS_657,SS_702,345,69.7,0.01692,837
998,SS_657,SS_685,345,280.6,0.06813,837
999,SS_375,SS_428,345,149.9,0.03641,837
1000,VS_1244,SS_204,345,327.7,0.07956,837
1001,VS_1245,SS_120,345,230.3,0.05592,837
1002,SS_590,VS_1246,230,12.1,0.00663,558
1003,SS_121,SS_685,230,211.4,0.11548,558
1004,VS_945,VS_944,230,122.2,0.06674,558
1005,SS_208,SS_375,230,104.3,0.05697,558
1006,SS_208,SS_375,230,104.1,0.05689,558
1007,SS_208,SS_375,230,106.5,0.05818,558
1008,SS_375,SS_427,230,227.1,0.12409,558
1009,VS_1023,SS_427,230,144.5,0.07897,558
1010,VS_1023,VS_1247,230,140,0.07647,558
1011,VS_1022,VS_1248,230,28.5,0.01558,558
1012,SS_369,SS_195,230,54.6,0.02981,558
1013,SS_369,SS_846,230,16,0.00873,558
1014,SS_423,SS_224,230,66.4,0.03627,558
1015,SS_430,SS_375,230,42.2,0.02308,558
1016,SS_430,VS_1022,230,39.6,0.02165,558
1017,SS_808,SS_684,200,244.4,0.17657,485
1018,VS_1227,SS_343,138,30.1,0.05145,239
1019,VS_1227,SS_825,138,14.3,0.02449,239
1020,VS_996,SS_342,138,40.1,0.06839,239
1021,SS_776,SS_775,138,123.8,0.21122,239
1022,SS_773,SS_4,138,23.1,0.03947,239
1023,SS_774,SS_317,138,32,0.05461,239
1024,VS_1249,SS_812,230,31.7,0.01733,558
1025,SS_856,SS_828,230,387.5,0.21171,558
1026,SS_426,SS_425,230,84,0.04592,558
1027,SS_686,SS_423,230,210.8,0.11517,558
1028,SS_4,VS_989,138,1.8,0.0031,239
1029,SS_137,SS_671,500,346.4,0.01746,1039
1030,SS_287,SS_671,500,248.3,0.01251,1039
1031,SS_8,SS_560,500,557.9,0.02812,2078
1032,SS_560,SS_14,500,721.2,0.03635,3118
1033,SS_372,SS_400,500,112.4,0.00567,1039
1034,SS_504,SS_372,500,109.3,0.00551,1039
1035,SS_641,SS_507,500,796.3,0.04013,3118
1036,SS_377,SS_648,500,2319.2,0.11689,11432
1037,SS_377,VS_1250,500,271.7,0.01369,1039
1038,SS_560,SS_400,500,1.8,9.00E-05,1039
1039,SS_568,SS_820,240,110.3,0.04789,624
1040,SS_567,VS_1024,240,197.8,0.08584,624
1041,VS_1053,SS_641,240,2.8,0.00121,624
1042,SS_434,VS_1053,240,82.9,0.03598,624
1043,SS_432,SS_438,240,57.2,0.02482,624
1044,SS_438,SS_448,240,114.5,0.0497,624
1045,VS_1091,SS_604,240,14.3,0.0062,624
1046,VS_1091,SS_410,240,8.2,0.00355,624
1047,SS_408,SS_409,240,48.3,0.02098,624
1048,SS_747,SS_816,240,84.1,0.03648,624
1049,SS_816,SS_407,240,23.3,0.01013,624
1050,SS_407,SS_434,240,124.5,0.05403,624
1051,SS_403,SS_8,240,28.6,0.01241,624
1052,SS_403,SS_526,240,6.4,0.00277,624
1053,SS_592,SS_404,240,71.3,0.03093,624
1054,SS_404,SS_526,240,12.5,0.00543,624
1055,SS_211,SS_637,240,18.6,0.00807,624
1056,SS_530,VS_1009,240,37.6,0.0163,624
1057,SS_67,SS_64,240,29.4,0.01274,624
1058,VS_1251,SS_372,240,20.5,0.00888,624
1059,SS_66,VS_1251,240,3.9,0.00171,624
1060,VS_1251,SS_65,240,3.1,0.00136,624
1061,SS_65,SS_64,240,5.8,0.0025,624
1062,SS_510,SS_64,240,9.8,0.00426,624
1063,VS_950,SS_510,240,7.7,0.00334,624
1064,SS_495,VS_950,240,32.3,0.01402,624
1065,SS_511,VS_1184,240,6,0.00259,624
1066,SS_234,VS_913,240,1,0.00045,624
1067,SS_700,SS_532,240,62.9,0.02729,624
1068,VS_1064,SS_513,240,26.3,0.01141,624
1069,SS_746,SS_617,240,60.7,0.02636,624
1070,SS_617,SS_614,240,62.3,0.02705,624
1071,SS_539,SS_532,240,14.6,0.00633,624
1072,SS_532,VS_1252,240,6.8,0.00297,624
1073,SS_347,VS_1067,240,2.7,0.00116,624
1074,SS_612,SS_543,240,133.5,0.05794,624
1075,SS_700,SS_612,240,104.1,0.04517,624
1076,SS_529,VS_1253,240,105.5,0.04581,624
1077,VS_1253,VS_913,240,19.6,0.00851,624
1078,SS_220,SS_528,240,3.9,0.0017,624
1079,VS_1253,SS_528,240,16.5,0.00718,624
1080,SS_747,SS_591,240,107.3,0.04659,624
1081,SS_440,VS_1037,230,215.5,0.11772,558
1082,VS_1037,SS_435,230,46.1,0.02516,558
1083,VS_1254,SS_440,230,65.4,0.03575,558
1084,SS_440,SS_441,230,66.7,0.03642,558
1085,SS_439,SS_441,230,196.3,0.10726,558
1086,SS_363,SS_415,230,271.5,0.14834,558
1087,SS_174,VS_1255,230,168.3,0.09195,558
1088,SS_157,SS_184,230,122.5,0.06693,558
1089,VS_1255,SS_157,230,9.4,0.00512,558
1090,SS_268,VS_1231,230,18.1,0.00988,558
1091,SS_458,VS_1231,230,179.7,0.09819,558
1092,SS_16,SS_227,500,1506.4,0.07592,7275
1093,SS_664,SS_225,230,8,0.00436,558
1094,SS_664,SS_663,230,173.5,0.09479,558
1095,SS_665,SS_662,230,90.6,0.04951,558
1096,SS_662,SS_15,230,238.1,0.1301,558
1097,SS_111,SS_15,230,412.1,0.22512,1115
1098,SS_336,SS_267,230,88.9,0.04857,558
1099,SS_111,SS_674,230,205.9,0.11249,558
1100,SS_315,SS_111,230,212.6,0.11613,558
1101,SS_674,VS_903,230,283.7,0.15498,558
1102,SS_674,VS_903,230,283.6,0.15492,558
1103,SS_752,SS_152,230,193,0.10544,558
1104,SS_16,SS_43,230,30.4,0.01663,558
1105,SS_16,SS_43,230,30.3,0.01654,558
1106,VS_903,SS_16,230,31,0.01693,558
1107,SS_662,SS_315,230,240.5,0.13137,558
1108,SS_726,SS_10,230,92.5,0.05055,558
1109,SS_727,SS_726,230,90.9,0.04967,558
1110,SS_693,SS_183,230,56.6,0.0309,558
1111,VS_979,SS_671,230,69.1,0.03776,558
1112,SS_251,VS_979,230,1.2,0.00066,558
1113,VS_1229,VS_1136,230,4.7,0.00259,558
1114,VS_1230,SS_671,230,6.1,0.00335,558
1115,VS_1230,SS_671,230,6.2,0.00341,558
1116,SS_671,SS_159,230,24.6,0.01344,558
1117,VS_1256,SS_496,230,41.1,0.02243,558
1118,SS_159,VS_1256,230,5.9,0.00322,558
1119,SS_159,SS_264,230,247.2,0.13507,558
1120,SS_264,SS_605,230,119.1,0.06505,558
1121,SS_720,SS_274,230,65.7,0.03591,558
1122,SS_290,VS_1093,230,3.8,0.00206,558
1123,SS_782,SS_37,230,12.2,0.00669,558
1124,SS_37,SS_191,230,9.6,0.00525,558
1125,SS_188,SS_191,230,18.8,0.01025,558
1126,SS_189,SS_188,230,6,0.00326,558
1127,SS_71,SS_70,230,8.1,0.00441,558
1128,SS_71,SS_782,230,22.1,0.01205,558
1129,SS_32,SS_37,230,34.8,0.01903,558
1130,SS_42,VS_963,230,10.1,0.00553,558
1131,SS_30,SS_326,230,18.8,0.0103,558
1132,VS_962,SS_209,230,2.4,0.00133,558
1133,SS_30,SS_28,230,25.6,0.01399,558
1134,SS_28,VS_1257,230,16.5,0.00901,558
1135,SS_320,SS_63,230,7.5,0.00409,558
1136,SS_320,VS_1257,230,11.3,0.00615,558
1137,VS_962,VS_1257,230,15.8,0.00864,558
1138,SS_820,SS_567,240,62.6,0.02716,624
1139,SS_500,SS_790,230,158.5,0.08657,558
1140,SS_415,SS_412,230,362.6,0.19812,558
1141,VS_1025,SS_414,230,32.5,0.01773,558
1142,SS_268,SS_414,230,285.5,0.15597,558
1143,SS_363,SS_416,230,248.3,0.13567,558
1144,VS_1181,SS_416,230,6.1,0.00335,558
1145,VS_1179,VS_1181,230,144.4,0.07891,558
1146,SS_268,SS_459,230,184.2,0.10066,558
1147,VS_1258,VS_1160,230,11,0.00599,558
1148,VS_1160,VS_1178,230,29.4,0.01607,558
1149,SS_227,SS_231,500,75.1,0.00378,1039
1150,SS_570,SS_231,230,46.4,0.02535,558
1151,SS_227,SS_16,500,1506.3,0.07592,7275
1152,VS_947,SS_225,230,59,0.03222,558
1153,SS_476,VS_947,230,207.2,0.11319,558
1154,SS_315,SS_111,230,267.2,0.14597,558
1155,SS_136,SS_157,230,153.9,0.08405,558
1156,SS_255,SS_377,230,18.4,0.01005,558
1157,SS_334,SS_109,500,156.5,0.00789,1039
1158,SS_316,SS_314,500,26.1,0.00131,1039
1159,SS_501,SS_355,230,2.2,0.00118,558
1160,SS_333,VS_1235,230,35.4,0.01934,558
1161,SS_265,VS_999,230,16.2,0.00887,558
1162,SS_265,SS_214,230,131.8,0.07198,558
1163,VS_999,VS_968,230,72.8,0.03979,558
1164,VS_1243,VS_954,230,24.9,0.01361,558
1165,SS_447,SS_114,230,7.4,0.00404,558
1166,SS_35,SS_44,230,9.1,0.00499,558
1167,SS_44,SS_60,230,10,0.00544,558
1168,SS_60,SS_44,230,10.2,0.00555,558
1169,SS_60,SS_44,230,11.2,0.0061,558
1170,SS_35,SS_44,230,9.8,0.00533,558
1171,SS_587,SS_44,500,36.7,0.00185,1039
1172,SS_210,SS_44,500,64.6,0.00325,1039
1173,SS_210,SS_44,500,64.9,0.00327,1039
1174,SS_52,SS_44,500,63.9,0.00322,1039
1175,VS_1029,SS_119,230,25.8,0.01411,558
1176,VS_1259,SS_751,230,17.1,0.00934,558
1177,VS_1259,SS_392,230,10.7,0.00582,558
1178,SS_125,SS_632,230,16,0.00876,558
1179,VS_1142,SS_147,230,66.4,0.03629,558
1180,SS_303,SS_480,315,224.1,0.04517,928
1181,SS_303,SS_480,315,224.1,0.04518,928
1182,VS_1096,VS_926,315,182.1,0.03671,928
1183,SS_41,VS_926,315,1.8,0.00036,928
1184,SS_328,SS_185,315,134.4,0.0271,928
1185,SS_41,SS_328,315,56.7,0.01142,928
1186,SS_154,SS_158,315,270.7,0.05456,928
1187,SS_154,SS_158,315,270.5,0.05452,928
1188,SS_139,SS_286,315,41.6,0.00838,928
1189,SS_95,SS_273,450,1470.9,0.20992,7638
1190,SS_95,SS_359,315,25.3,0.00511,928
1191,SS_359,SS_95,315,25.6,0.00517,928
1192,VS_1260,SS_131,315,8.8,0.00176,928
1193,SS_185,SS_386,315,333.4,0.0672,928
1194,VS_864,SS_181,315,14.9,0.003,928
1195,VS_864,SS_564,315,5.6,0.00114,928
1196,SS_169,VS_921,315,105.6,0.02129,928
1197,SS_169,VS_982,315,116.8,0.02354,928
1198,VS_1183,SS_368,315,19.3,0.00389,928
1199,SS_41,VS_1183,315,34.4,0.00694,928
1200,SS_46,SS_45,315,21.7,0.00437,928
1201,SS_46,SS_53,315,5.3,0.00106,928
1202,SS_55,SS_53,315,10.1,0.00203,928
1203,SS_192,SS_275,315,33.4,0.00674,928
1204,SS_275,SS_192,315,33.3,0.00672,928
1205,SS_57,VS_894,315,11.4,0.0023,928
1206,SS_58,VS_894,315,9.6,0.00193,928
1207,SS_90,VS_894,315,3.5,0.0007,928
1208,VS_1261,SS_133,315,168.3,0.03392,928
1209,SS_133,VS_1262,315,169,0.03407,928
1210,SS_625,SS_133,315,86.1,0.01736,928
1211,SS_386,SS_131,315,111.5,0.02248,928
1212,VS_925,SS_176,315,4.1,0.00082,928
1213,SS_68,VS_972,315,15.8,0.00318,928
1214,VS_972,SS_781,315,6.6,0.00133,928
1215,VS_1263,SS_680,315,9.1,0.00184,928
1216,SS_192,VS_1263,315,20.4,0.0041,928
1217,VS_1263,SS_599,315,44.9,0.00905,928
1218,SS_599,VS_1264,315,111,0.02238,928
1219,VS_1264,SS_169,315,12.4,0.0025,928
1220,SS_599,VS_1264,315,108,0.02177,928
1221,SS_148,SS_221,315,27.3,0.00549,928
1222,SS_192,SS_58,315,23.3,0.00469,928
1223,SS_325,VS_938,735,297.4,0.0055,1910
1224,VS_918,VS_938,735,42.8,0.00079,1910
1225,SS_165,SS_160,230,47.9,0.02616,558
1226,SS_165,SS_171,230,59.6,0.03255,558
1227,SS_57,VS_898,230,31.1,0.01698,558
1228,VS_898,SS_697,230,29.3,0.01603,558
1229,VS_895,SS_697,230,55,0.03004,558
1230,VS_895,VS_941,230,42.6,0.02329,558
1231,SS_135,SS_201,230,64.8,0.03542,558
1232,SS_201,SS_7,230,11.9,0.00649,558
1233,SS_104,VS_902,230,26.6,0.01453,558
1234,SS_104,VS_902,220,26.7,0.01594,533
1235,VS_1265,SS_3,230,6.5,0.00356,558
1236,VS_1265,SS_3,230,6.3,0.00347,558
1237,SS_161,SS_160,230,8.8,0.00481,558
1238,VS_1266,SS_170,230,8.1,0.00444,558
1239,VS_1267,VS_1266,230,19.1,0.01041,558
1240,VS_1268,VS_1267,230,20.6,0.01124,558
1241,VS_1268,SS_769,230,1.7,0.00093,558
1242,VS_1268,SS_771,230,8.4,0.0046,558
1243,VS_1173,SS_770,230,39.9,0.0218,558
1244,SS_772,VS_1173,230,9,0.00494,558
1245,VS_1173,SS_351,230,157.8,0.08618,558
1246,VS_928,VS_931,230,9.4,0.00512,558
1247,VS_931,VS_928,230,9.6,0.00527,558
1248,VS_933,VS_931,230,43.6,0.0238,558
1249,VS_1269,VS_933,230,9.1,0.00497,558
1250,VS_928,SS_769,230,189.7,0.10364,558
1251,SS_769,SS_112,230,7,0.00382,558
1252,VS_928,SS_769,230,189.6,0.1036,558
1253,VS_931,VS_1173,230,163.6,0.08935,558
1254,SS_348,SS_166,230,12.3,0.0067,558
1255,VS_916,SS_167,230,62.6,0.0342,558
1256,SS_154,SS_167,230,93,0.05081,558
1257,SS_635,SS_180,230,44.7,0.02442,558
1258,SS_635,SS_180,230,45.2,0.02471,558
1259,SS_175,VS_920,230,7.3,0.00396,558
1260,VS_908,SS_635,230,44.6,0.02438,558
1261,SS_457,VS_927,230,2.2,0.00119,558
1262,SS_246,SS_457,230,311,0.16992,558
1263,SS_171,VS_1266,230,2,0.00109,558
1264,VS_1267,SS_165,230,44.4,0.02423,558
1265,SS_777,SS_306,230,31.5,0.01721,558
1266,SS_657,SS_778,230,83.5,0.0456,558
1267,VS_1270,SS_657,230,5.3,0.00291,558
1268,SS_590,SS_657,230,131.4,0.07181,558
1269,VS_955,VS_1169,230,61.8,0.03376,558
1270,VS_1169,SS_242,230,47.2,0.02577,558
1271,VS_956,SS_243,230,90.7,0.04955,558
1272,SS_247,SS_178,230,14.8,0.00811,558
1273,SS_178,SS_247,230,15,0.00822,558
1274,SS_247,VS_919,230,3.6,0.00194,558
1275,SS_41,VS_927,230,3.7,0.002,558
1276,VS_1189,SS_2,230,3.3,0.00183,558
1277,SS_178,SS_176,230,10.9,0.00596,558
1278,SS_41,SS_176,230,10.4,0.00568,558
1279,SS_158,SS_682,230,64.9,0.03544,558
1280,SS_158,SS_682,230,64.8,0.0354,558
1281,VS_907,SS_489,230,66.9,0.03657,558
1282,SS_153,VS_907,230,6.8,0.00371,558
1283,SS_151,VS_1048,230,84.4,0.0461,558
1284,VS_1055,SS_469,230,140.9,0.07697,558
1285,VS_1055,SS_520,230,96.1,0.05251,558
1286,SS_116,SS_115,230,252,0.13766,558
1287,VS_1233,VS_1039,230,4.2,0.00229,558
1288,VS_1233,SS_388,230,3.6,0.00199,558
1289,SS_390,SS_503,230,125.7,0.0687,558
1290,SS_266,SS_670,230,24.3,0.01327,558
1291,VS_900,SS_98,230,87.9,0.04803,558
1292,VS_948,SS_98,230,72.3,0.03949,558
1293,SS_197,SS_523,230,154.3,0.08431,558
1294,VS_878,SS_73,230,46.7,0.02549,558
1295,SS_73,SS_240,230,11.4,0.00625,558
1296,SS_240,VS_1243,230,33.9,0.01854,558
1297,SS_749,VS_1142,230,7.6,0.00414,558
1298,SS_443,VS_890,230,11.1,0.00609,558
1299,VS_1232,SS_122,230,100.4,0.05483,558
1300,VS_1029,SS_122,230,93.3,0.05098,558
1301,SS_261,SS_269,230,21.6,0.01178,558
1302,SS_446,VS_1271,230,66.5,0.03635,558
1303,VS_886,SS_446,230,9.2,0.005,558
1304,SS_107,VS_885,230,48.2,0.02633,558
1305,VS_1259,SS_630,230,7,0.00383,558
1306,VS_889,SS_744,230,41.7,0.0228,558
1307,VS_1272,VS_889,230,3.6,0.00198,558
1308,VS_1272,SS_186,230,68.3,0.03734,558
1309,VS_889,SS_289,230,13.8,0.00754,558
1310,VS_888,VS_889,230,374.3,0.2045,558
1311,VS_891,VS_1272,230,374.8,0.20479,558
1312,VS_1232,SS_356,230,33.5,0.01831,558
1313,VS_1232,SS_124,230,22,0.01204,558
1314,SS_443,VS_1232,230,131.7,0.07194,558
1315,SS_97,VS_1241,230,14,0.00764,558
1316,VS_865,SS_44,230,3.5,0.0019,558
1317,VS_970,SS_44,230,5.1,0.00277,558
1318,SS_44,VS_867,230,2.5,0.00135,558
1319,VS_868,SS_44,230,5.7,0.00311,558
1320,VS_867,SS_44,230,2.4,0.00134,558
1321,VS_967,SS_673,230,2.3,0.00125,558
1322,VS_967,VS_1273,230,4.6,0.00252,558
1323,VS_967,VS_1273,230,4.6,0.00252,558
1324,SS_265,SS_269,230,96,0.05244,558
1325,SS_265,SS_86,230,45.8,0.02503,558
1326,VS_1274,SS_239,230,25.1,0.01369,558
1327,SS_261,VS_1274,230,102.8,0.05615,558
1328,VS_954,SS_261,230,117.3,0.06409,558
1329,SS_265,VS_1274,230,20.3,0.01107,558
1330,SS_44,SS_60,230,10.1,0.00551,558
1331,VS_1255,SS_16,230,32.3,0.01765,558
1332,SS_157,SS_16,230,41.6,0.02275,558
1333,SS_197,SS_444,500,6.3,0.00032,1039
1334,SS_197,SS_371,230,96.3,0.0526,558
1335,SS_197,SS_202,230,67.1,0.03668,558
1336,SS_197,SS_48,500,244.5,0.01232,1039
1337,SS_579,SS_197,500,85.4,0.0043,1039
1338,SS_529,SS_339,240,35.3,0.01532,624
1339,SS_399,SS_704,240,78.2,0.03393,624
1340,SS_399,SS_405,240,230.8,0.10018,624
1341,SS_552,SS_498,240,124.3,0.05394,624
1342,VS_870,SS_271,230,6.2,0.00336,558
1343,VS_870,SS_47,230,4.9,0.0027,558
1344,SS_232,VS_1026,230,99.2,0.05417,558
1345,VS_968,SS_214,230,42.2,0.02307,558
1346,VS_1273,SS_269,230,1,0.00056,558
1347,VS_1273,SS_269,230,1,0.00056,558
1348,VS_873,SS_78,230,12.5,0.00681,558
1349,SS_364,SS_353,230,0.8,0.00042,558
1350,SS_691,SS_206,230,4.8,0.00261,558
1351,SS_523,SS_203,230,49.2,0.02686,558
1352,VS_1271,VS_1273,230,37.6,0.02055,558
1353,SS_103,VS_1271,230,27.6,0.01507,558
1354,SS_17,SS_330,315,232.2,0.04681,928
1355,SS_74,VS_877,230,25.8,0.01411,558
1356,VS_877,SS_102,230,51.2,0.02796,558
1357,VS_865,SS_587,230,36.9,0.02017,558
1358,SS_44,VS_1275,230,24.3,0.01327,558
1359,VS_1276,SS_587,230,4.7,0.00257,558
1360,VS_1275,VS_1276,230,8.4,0.00457,558
1361,VS_1275,SS_100,230,14,0.00763,558
1362,SS_100,SS_1,230,3.5,0.00189,558
1363,VS_1276,SS_101,230,8.5,0.00465,558
1364,SS_769,SS_768,230,10.5,0.00574,558
1365,VS_1082,VS_1269,230,46.6,0.02547,558
1366,VS_939,SS_7,735,139.4,0.00258,1910
1367,SS_593,VS_939,735,10.4,0.00019,1910
1368,SS_117,SS_133,735,279.2,0.00517,1910
1369,SS_274,SS_331,230,24.1,0.01317,558
1370,SS_618,SS_623,240,39.3,0.01708,624
1371,SS_792,SS_67,240,26.8,0.01164,624
1372,SS_502,SS_792,240,54,0.02343,624
1373,VS_1015,SS_402,240,11.8,0.00513,624
1374,VS_1024,SS_641,240,4.3,0.00189,624
1375,VS_1002,SS_16,230,17.5,0.00955,558
1376,SS_157,SS_230,230,13.2,0.00724,558
1377,VS_1042,VS_1147,230,23.8,0.01302,558
1378,SS_115,SS_522,230,139.4,0.07616,558
1379,SS_398,SS_376,230,100,0.05462,558
1380,SS_309,SS_735,230,52.3,0.02855,558
1381,VS_1232,SS_122,230,100.9,0.05511,558
1382,SS_548,SS_826,138,4.7,0.00806,239
1383,SS_140,SS_125,230,5.9,0.00321,558
1384,SS_140,SS_125,230,5.9,0.00324,558
1385,SS_231,VS_1277,230,4.1,0.00222,558
1386,SS_231,VS_1277,230,3.8,0.00209,558
1387,SS_231,VS_1277,230,3.6,0.00198,558
1388,SS_231,VS_1277,230,3.4,0.00186,558
1389,SS_231,VS_1277,230,3.2,0.00176,558
1390,SS_663,SS_228,230,232.1,0.12679,558
1391,SS_231,SS_648,230,49.4,0.027,558
1392,SS_231,SS_648,230,50.1,0.02735,558
1393,SS_231,SS_642,230,0.9,0.0005,558
1394,SS_85,SS_735,230,46.4,0.02534,558
1395,SS_210,SS_257,230,38,0.02077,558
1396,SS_210,SS_78,230,12.8,0.007,558
1397,SS_85,SS_210,230,2.3,0.00127,558
1398,SS_85,SS_210,230,1.5,0.00083,558
1399,SS_48,SS_49,500,18.4,0.00093,1039
1400,SS_821,SS_822,230,1.4,0.00076,558
1401,SS_821,SS_580,230,32.4,0.01771,558
1402,VS_1278,SS_207,230,6.5,0.00355,558
1403,SS_207,SS_206,230,27.9,0.01522,558
1404,VS_998,SS_206,230,24.1,0.01315,558
1405,SS_206,VS_1234,230,2.7,0.0015,558
1406,VS_1234,SS_692,230,3,0.00161,558
1407,VS_1240,SS_214,230,55.1,0.03008,558
1408,SS_110,SS_106,230,1.1,0.0006,558
1409,SS_107,VS_885,230,48.1,0.0263,558
1410,SS_105,VS_884,230,4,0.00219,558
1411,SS_257,SS_84,230,5.7,0.0031,558
1412,SS_257,VS_868,230,21,0.01146,558
1413,VS_890,SS_217,230,111.7,0.06103,558
1414,SS_147,SS_217,230,111.7,0.06101,558
1415,SS_345,SS_469,230,200.9,0.10974,558
1416,SS_345,SS_469,230,201,0.10981,558
1417,SS_520,SS_452,230,210.2,0.11483,558
1418,SS_123,SS_492,230,68.7,0.03753,558
1419,SS_393,SS_721,230,82.5,0.04509,558
1420,SS_397,SS_376,230,32.4,0.01771,558
1421,SS_388,SS_600,230,274.1,0.14973,558
1422,SS_353,SS_501,230,4.9,0.00268,558
1423,SS_355,VS_1236,230,24.9,0.01362,558
1424,SS_821,SS_787,230,17.1,0.00933,558
1425,SS_360,SS_578,230,28.5,0.01555,558
1426,SS_578,SS_314,230,59.5,0.03249,558
1427,SS_314,SS_214,230,43.6,0.02381,558
1428,SS_316,SS_595,500,51.3,0.00258,1039
1429,SS_579,SS_595,500,124.3,0.00627,1039
1430,SS_270,SS_588,230,15.6,0.0085,558
1431,SS_34,VS_874,230,2.1,0.00113,558
1432,VS_874,SS_35,230,5.3,0.00291,558
