Existing Gen (MW),Op Condition,Status,Candidate Gen (MW),Time,Load Shed Cost (M$),Demand (MW),Op Cost (M$),Congestion,Load Shed (MW),% LS,% UU,,,0,72.30483744,,,,,488.8888889,488.8888889
4101.041274,1,OPTIMAL,140.9587257,1,0,4242,5.056261307,No,0,0,28.83246661,488.8888889,,,,,,,,533.3333333,1022.222222
4322.09234,2,OPTIMAL,373.8016602,1,0,4695.894,8.372125949,No,0,0,76.4594305,488.8888889,,,,,,,,44.44444444,1066.666667
4254.873618,3,OPTIMAL,271.5100624,1,0,4526.38368,10.24394091,No,0,0,55.53614913,488.8888889,,,,,,,,266.6666667,1333.333333
4213.129085,4,OPTIMAL,235.371475,1,0,4448.50056,14.29609619,No,0,0,48.14416535,488.8888889,,,,,,,,44.44444444,1377.777778
4205.762403,5,OPTIMAL,228.9940773,1,0,4434.75648,0.360651567,No,0,0,46.83969762,488.8888889,,,,,,,,44.44444444,1422.222222
4203.306842,6,OPTIMAL,226.868278,1,0,4430.17512,29.17835415,No,0,0,46.40487505,488.8888889,,,,,,,,133.3333333,1555.555556
4272.062543,7,OPTIMAL,286.3906572,1,0,4558.4532,30.51431836,No,0,0,58.57990716,488.8888889,,,,,,,,133.3333333,1688.888889
4309.586856,8,OPTIMAL,349.6562636,1,0,4659.24312,31.66535927,No,0,0,71.52059938,488.8888889,,,,,,,,222.2222222,1911.111111
4328.345081,9,OPTIMAL,385.8743585,1,0,4714.21944,35.86019407,No,0,0,78.92884606,488.8888889,,,,,,,,88.88888889,2000
4200.851281,10,OPTIMAL,224.7424788,1,0,4425.59376,8.905090136,No,0,0,45.97005247,488.8888889,,,,,,,,,
4161.195885,11,OPTIMAL,191.0961148,1,0,4352.292,29.65274528,No,0,0,39.08784167,488.8888889,,,,,,,,,
4257.329178,12,OPTIMAL,273.6358617,1,0,4530.96504,7.299125934,No,0,0,55.97097171,488.8888889,,,,,,,,,
4318.965969,13,OPTIMAL,367.7653111,1,0,4686.73128,4.896912727,No,0,0,75.22472272,488.8888889,,,,,,,,,
4208.217963,14,OPTIMAL,231.1198765,1,0,4439.33784,7.853414748,No,0,0,47.2745202,488.8888889,,,,,,,,,
4295.518188,15,OPTIMAL,322.4926925,1,0,4618.01088,26.53121227,No,0,0,65.96441437,488.8888889,,,,,,,,,
4309.586856,16,OPTIMAL,349.6562636,1,0,4659.24312,15.06965893,No,0,0,71.52059938,488.8888889,,,,,,,,,
4218.040206,17,OPTIMAL,239.6230736,1,0,4457.66328,11.42745759,No,0,0,49.0138105,488.8888889,,,,,,,,,
4195.94016,18,OPTIMAL,220.4908802,1,0,4416.43104,29.79298911,No,0,0,45.10040732,488.8888889,,,,,,,,,
4328.102981,19,OPTIMAL,436.5114191,1,0,4764.6144,34.0620111,No,0,0,89.28642662,488.8888889,,,,,,,,,
4240.140253,20,OPTIMAL,258.7552669,1,0,4498.89552,1.099803561,No,0,0,52.92721368,488.8888889,,,,,,,,,
4242.595814,21,OPTIMAL,260.8810661,1,0,4503.47688,6.147688175,No,0,0,53.36203626,488.8888889,,,,,,,,,
4245.051375,22,OPTIMAL,263.0068654,1,0,4508.05824,4.68500194,No,0,0,53.79685883,488.8888889,,,,,,,,,
4193.484599,23,OPTIMAL,218.365081,1,0,4411.84968,11.29359115,No,0,0,44.66558475,488.8888889,,,,,,,,,
4213.129085,24,OPTIMAL,235.371475,1,0,4448.50056,35.37831398,No,0,0,48.14416535,488.8888889,,,,,,,,,
4262.2403,25,OPTIMAL,277.8874602,1,0,4540.12776,16.48395443,No,0,0,56.84061686,488.8888889,,,,,,,,,
4200.851281,26,OPTIMAL,224.7424788,1,0,4425.59376,28.06452649,No,0,0,45.97005247,488.8888889,,,,,,,,,
4191.029038,27,OPTIMAL,216.2392817,1,0,4407.26832,3.581017303,No,0,0,44.23076217,488.8888889,,,,,,,,,
4267.151421,28,OPTIMAL,282.1390587,1,0,4549.29048,6.218871123,No,0,0,57.71026201,488.8888889,,,,,,,,,
4329.484476,29,OPTIMAL,393.8976841,1,0,4723.38216,32.9367175,No,0,0,80.56998085,488.8888889,,,,,,,,,
4264.695861,30,OPTIMAL,280.0132595,1,0,4544.70912,9.549411065,No,0,0,57.27543943,488.8888889,,,,,,,,,
4168.692075,31,OPTIMAL,197.3440049,1,0,4366.03608,33.56816093,No,0,0,40.36581917,488.8888889,,,,,,,,,
4235.229132,32,OPTIMAL,254.5036684,1,0,4489.7328,7.223587014,No,0,0,52.05756853,488.8888889,,,,,,,,,
4195.94016,33,OPTIMAL,220.4908802,1,0,4416.43104,25.84452067,No,0,0,45.10040732,488.8888889,,,,,,,,,
4298.644558,34,OPTIMAL,328.5290416,1,0,4627.1736,0.378522247,No,0,0,67.19912215,488.8888889,,,,,,,,,
4205.762403,35,OPTIMAL,228.9940773,1,0,4434.75648,16.40964631,No,0,0,46.83969762,488.8888889,,,,,,,,,
4281.449519,36,OPTIMAL,295.3291213,1,0,4576.77864,21.02774914,No,0,0,60.40822935,488.8888889,,,,,,,,,
4227.862449,37,OPTIMAL,248.1262706,1,0,4475.98872,16.94814901,No,0,0,50.7531008,488.8888889,,,,,,,,,
4168.692075,38,OPTIMAL,197.3440049,1,0,4366.03608,4.162806237,No,0,0,40.36581917,488.8888889,,,,,,,,,
4242.595814,39,OPTIMAL,260.8810661,1,0,4503.47688,15.23158563,No,0,0,53.36203626,488.8888889,,,,,,,,,
4328.845118,40,OPTIMAL,440.3506417,1,0,4769.19576,18.22680448,No,0,0,90.07172216,488.8888889,,,,,,,,,
4245.051375,41,OPTIMAL,263.0068654,1,0,4508.05824,29.02863947,No,0,0,53.79685883,488.8888889,,,,,,,,,
4220.495767,42,OPTIMAL,241.7488728,1,0,4462.24464,29.78251515,No,0,0,49.44863308,488.8888889,,,,,,,,,
4329.908267,43,OPTIMAL,388.8925331,1,0,4718.8008,0.387059692,No,0,0,79.54619995,488.8888889,,,,,,,,,
4161.195885,44,OPTIMAL,191.0961148,1,0,4352.292,17.82694806,No,0,0,39.08784167,488.8888889,,,,,,,,,
4311.150042,45,OPTIMAL,352.6744382,1,0,4663.82448,2.29162335,No,0,0,72.13795327,488.8888889,,,,,,,,,
4274.518104,46,OPTIMAL,288.5164565,1,0,4563.03456,32.03936935,No,0,0,59.01472974,488.8888889,,,,,,,,,
4242.595814,47,OPTIMAL,260.8810661,1,0,4503.47688,20.27819532,No,0,0,53.36203626,488.8888889,,,,,,,,,
4328.102981,48,OPTIMAL,436.5114191,1,0,4764.6144,21.63133464,No,0,0,89.28642662,488.8888889,,,,,,,,,
4186.117917,1,OPTIMAL,211.9876832,2,0,4398.1056,22.41754949,No,0,0,20.73792553,1022.222222,,,,,,,,,
4333.505316,2,OPTIMAL,837.2381637,2,0,5170.74348,35.31057971,No,0,0,81.90373341,1022.222222,,,,,,,,,
4295.198541,3,OPTIMAL,520.1501794,2,0,4815.34872,7.923992645,No,0,0,50.88425668,1022.222222,,,,,,,,,
4283.005813,4,OPTIMAL,602.4207466,2,0,4885.42656,10.17278413,No,0,0,58.93246434,1022.222222,,,,,,,,,
4293.994811,5,OPTIMAL,656.5040292,2,0,4950.49884,8.592569743,No,0,0,64.22322025,1022.222222,,,,,,,,,
4326.095601,6,OPTIMAL,804.6033991,2,0,5130.699,9.707666943,No,0,0,78.71120208,1022.222222,,,,,,,,,
4285.593447,7,OPTIMAL,614.8497928,2,0,4900.44324,15.56679952,No,0,0,60.1483493,1022.222222,,,,,,,,,
4287.31596,8,OPTIMAL,623.1384005,2,0,4910.45436,13.78016997,No,0,0,60.95919135,1022.222222,,,,,,,,,
4280.269609,9,OPTIMAL,575.1235906,2,0,4855.3932,25.09947745,No,0,0,56.26209038,1022.222222,,,,,,,,,
4336.33659,10,OPTIMAL,849.4235697,2,0,5185.76016,1.080260816,No,0,0,83.09578399,1022.222222,,,,,,,,,
4324.243172,11,OPTIMAL,796.4447079,2,0,5120.68788,9.259716395,No,0,0,77.91306925,1022.222222,,,,,,,,,
4295.198541,12,OPTIMAL,520.1501794,2,0,4815.34872,25.25772656,No,0,0,50.88425668,1022.222222,,,,,,,,,
4300.79689,13,OPTIMAL,499.5351502,2,0,4800.33204,24.08143465,No,0,0,48.86756904,1022.222222,,,,,,,,,
4282.137817,14,OPTIMAL,598.2831831,2,0,4880.421,27.36315537,No,0,0,58.52770269,1022.222222,,,,,,,,,
4312.202385,15,OPTIMAL,743.4132153,2,0,5055.6156,27.050431,No,0,0,72.72520585,1022.222222,,,,,,,,,
4327.021815,16,OPTIMAL,808.6827446,2,0,5135.70456,24.24353807,No,0,0,79.1102685,1022.222222,,,,,,,,,
4329.800459,17,OPTIMAL,820.9207814,2,0,5150.72124,17.14654921,No,0,0,80.30746774,1022.222222,,,,,,,,,
4345.057625,18,OPTIMAL,890.7581354,2,0,5235.81576,28.19232,No,0,0,87.13938281,1022.222222,,,,,,,,,
4280.401824,19,OPTIMAL,590.008056,2,0,4870.40988,22.78132,No,0,0,57.71817939,1022.222222,,,,,,,,,
4298.664,20,OPTIMAL,681.8681998,2,0,4980.5322,34.51169497,No,0,0,66.7044978,1022.222222,,,,,,,,,
4283.005813,21,OPTIMAL,602.4207466,2,0,4885.42656,27.79889524,No,0,0,58.93246434,1022.222222,,,,,,,,,
4322.390743,22,OPTIMAL,788.2860167,2,0,5110.67676,28.14018699,No,0,0,77.11493642,1022.222222,,,,,,,,,
4304.792669,23,OPTIMAL,710.7784507,2,0,5015.57112,13.08763059,No,0,0,69.53267452,1022.222222,,,,,,,,,
4293.994811,24,OPTIMAL,656.5040292,2,0,4950.49884,16.7759695,No,0,0,64.22322025,1022.222222,,,,,,,,,
4304.529123,25,OPTIMAL,485.7917974,2,0,4790.32092,19.59302295,No,0,0,47.52311061,1022.222222,,,,,,,,,
4290.760984,26,OPTIMAL,639.7156158,2,0,4930.4766,26.67372484,No,0,0,62.58087546,1022.222222,,,,,,,,,
4293.216613,27,OPTIMAL,652.2766674,2,0,4945.49328,14.6104886,No,0,0,63.80967399,1022.222222,,,,,,,,,
4304.792669,28,OPTIMAL,710.7784507,2,0,5015.57112,17.03469379,No,0,0,69.53267452,1022.222222,,,,,,,,,
4292.438414,29,OPTIMAL,648.0493057,2,0,4940.48772,17.45055016,No,0,0,63.39612773,1022.222222,,,,,,,,,
4310.127472,30,OPTIMAL,465.1767682,2,0,4775.30424,0.686713286,No,0,0,45.50642297,1022.222222,,,,,,,,,
4308.261355,31,OPTIMAL,472.0484446,2,0,4780.3098,27.79637299,No,0,0,46.17865219,1022.222222,,,,,,,,,
4317.591937,32,OPTIMAL,437.6900626,2,0,4755.282,7.517347759,No,0,0,42.81750612,1022.222222,,,,,,,,,
4293.994811,33,OPTIMAL,656.5040292,2,0,4950.49884,32.83589152,No,0,0,64.22322025,1022.222222,,,,,,,,,
4333.505316,34,OPTIMAL,837.2381637,2,0,5170.74348,17.65528985,No,0,0,81.90373341,1022.222222,,,,,,,,,
4284.001842,35,OPTIMAL,561.3802378,2,0,4845.38208,14.96413734,No,0,0,54.91763196,1022.222222,,,,,,,,,
4295.551207,36,OPTIMAL,664.9587527,2,0,4960.50996,15.38024894,No,0,0,65.05031277,1022.222222,,,,,,,,,
4302.663006,37,OPTIMAL,492.6634738,2,0,4795.32648,0.690031321,No,0,0,48.19533982,1022.222222,,,,,,,,,
4289.600191,38,OPTIMAL,540.7652086,2,0,4830.3654,19.38405531,No,0,0,52.90094432,1022.222222,,,,,,,,,
4313.128599,39,OPTIMAL,747.4925609,2,0,5060.62116,0.734780902,No,0,0,73.12427226,1022.222222,,,,,,,,,
4287.31596,40,OPTIMAL,623.1384005,2,0,4910.45436,28.67491251,No,0,0,60.95919135,1022.222222,,,,,,,,,
4314.054814,41,OPTIMAL,751.5719065,2,0,5065.62672,23.11996911,No,0,0,73.52333868,1022.222222,,,,,,,,,
4343.435917,42,OPTIMAL,882.368723,2,0,5225.80464,8.721835518,No,0,0,86.31867942,1022.222222,,,,,,,,,
4332.579102,43,OPTIMAL,833.1588181,2,0,5165.73792,7.849846071,No,0,0,81.50466699,1022.222222,,,,,,,,,
4311.27617,44,OPTIMAL,739.3338698,2,0,5050.61004,14.66143886,No,0,0,72.32613943,1022.222222,,,,,,,,,
4348.30104,45,OPTIMAL,907.5369601,2,0,5255.838,33.37062309,No,0,0,88.78078958,1022.222222,,,,,,,,,
4297.107604,46,OPTIMAL,673.4134762,2,0,4970.52108,25.48881727,No,0,0,65.87740528,1022.222222,,,,,,,,,
4284.732191,47,OPTIMAL,610.705489,2,0,4895.43768,13.42798338,No,0,0,59.74292827,1022.222222,,,,,,,,,
4282.135726,48,OPTIMAL,568.2519142,2,0,4850.38764,33.85912232,No,0,0,55.58986117,1022.222222,,,,,,,,,
4308.261355,1,OPTIMAL,472.0484446,3,0,4780.3098,35.94866613,No,0,0,44.25454168,1066.666667,,,,,,,,,
4295.960091,2,OPTIMAL,667.1799089,3,0,4963.14,29.75362287,No,0,0,62.54811646,1066.666667,,,,,,,,,
4354.317305,3,OPTIMAL,929.5178955,3,0,5283.8352,39.97047055,No,0,0,87.1423027,1066.666667,,,,,,,,,
4312.987312,4,OPTIMAL,746.8702879,3,0,5059.8576,14.37816091,No,0,0,70.01908949,1066.666667,,,,,,,,,
4306.393921,5,OPTIMAL,717.8308786,3,0,5024.2248,13.01013971,No,0,0,67.29664487,1066.666667,,,,,,,,,
4333.709397,6,OPTIMAL,838.1370026,3,0,5171.8464,5.168692937,No,0,0,78.57534399,1066.666667,,,,,,,,,
4331.825571,7,OPTIMAL,829.8400285,3,0,5161.6656,27.71766963,No,0,0,77.79750267,1066.666667,,,,,,,,,
4328.05792,8,OPTIMAL,813.2460804,3,0,5141.304,8.127157154,No,0,0,76.24182004,1066.666667,,,,,,,,,
4328.05792,9,OPTIMAL,813.2460804,3,0,5141.304,2.56647068,No,0,0,76.24182004,1066.666667,,,,,,,,,
4293.585927,10,OPTIMAL,654.282873,3,0,4947.8688,22.59256267,No,0,0,61.33901935,1066.666667,,,,,,,,,
4346.883746,11,OPTIMAL,896.228254,3,0,5243.112,10.17601479,No,0,0,84.02139881,1066.666667,,,,,,,,,
4346.883746,12,OPTIMAL,896.228254,3,0,5243.112,19.804932,No,0,0,84.02139881,1066.666667,,,,,,,,,
4335.593223,13,OPTIMAL,846.4339766,3,0,5182.0272,23.42067496,No,0,0,79.35318531,1066.666667,,,,,,,,,
4282.358494,14,OPTIMAL,599.335106,3,0,4881.6936,20.62926224,No,0,0,56.18766619,1066.666667,,,,,,,,,
4324.290268,15,OPTIMAL,796.6521322,3,0,5120.9424,24.37469786,No,0,0,74.6861374,1066.666667,,,,,,,,,
4355.205857,16,OPTIMAL,933.7197428,3,0,5288.9256,5.748139727,No,0,0,87.53622588,1066.666667,,,,,,,,,
4346.883746,17,OPTIMAL,896.228254,3,0,5243.112,16.30350756,No,0,0,84.02139881,1066.666667,,,,,,,,,
4301.698851,18,OPTIMAL,697.0739486,3,0,4998.7728,38.69478504,No,0,0,65.35068268,1066.666667,,,,,,,,,
4292.794539,19,OPTIMAL,649.9838611,3,0,4942.7784,0.816843898,No,0,0,60.93598697,1066.666667,,,,,,,,,
4363.301164,20,OPTIMAL,976.5284365,3,0,5339.8296,26.94760748,No,0,0,91.54954092,1066.666667,,,,,,,,,
4305.452008,21,OPTIMAL,713.6823916,3,0,5019.1344,38.04825477,No,0,0,66.90772421,1066.666667,,,,,,,,,
4348.751714,22,OPTIMAL,904.5410861,3,0,5253.2928,22.0433504,No,0,0,84.80072683,1066.666667,,,,,,,,,
4326.174094,23,OPTIMAL,804.9491063,3,0,5131.1232,36.91404921,No,0,0,75.46397872,1066.666667,,,,,,,,,
4284.994947,24,OPTIMAL,611.9698529,3,0,4896.9648,2.827976067,No,0,0,57.37217371,1066.666667,,,,,,,,,
4336.535136,25,OPTIMAL,850.5824637,3,0,5187.1176,6.483210907,No,0,0,79.74210597,1066.666667,,,,,,,,,
4289.374216,26,OPTIMAL,633.0425842,3,0,4922.4168,18.79850655,No,0,0,59.34774227,1066.666667,,,,,,,,,
4350.619682,27,OPTIMAL,912.8539183,3,0,5263.4736,34.95370332,No,0,0,85.58005484,1066.666667,,,,,,,,,
4295.168703,28,OPTIMAL,662.8808969,3,0,4958.0496,26.43865229,No,0,0,62.14508409,1066.666667,,,,,,,,,
4287.5443,29,OPTIMAL,548.3356995,3,0,4835.88,34.04129971,No,0,0,51.40647183,1066.666667,,,,,,,,,
4339.360875,30,OPTIMAL,863.0279248,3,0,5202.3888,1.301111129,No,0,0,80.90886795,1066.666667,,,,,,,,,
4282.358494,31,OPTIMAL,599.335106,3,0,4881.6936,4.025221901,No,0,0,56.18766619,1066.666667,,,,,,,,,
4289.374216,32,OPTIMAL,633.0425842,3,0,4922.4168,37.19055891,No,0,0,59.34774227,1066.666667,,,,,,,,,
4363.301164,33,OPTIMAL,976.5284365,3,0,5339.8296,16.660554,No,0,0,91.54954092,1066.666667,,,,,,,,,
4299.917031,34,OPTIMAL,688.6749687,3,0,4988.592,6.60577375,No,0,0,64.56327832,1066.666667,,,,,,,,,
4302.634168,35,OPTIMAL,701.2290319,3,0,5003.8632,16.26291077,No,0,0,65.74022175,1066.666667,,,,,,,,,
4300.763535,36,OPTIMAL,692.9188652,3,0,4993.6824,4.960251134,No,0,0,64.96114361,1066.666667,,,,,,,,,
4279.710369,37,OPTIMAL,586.7120309,3,0,4866.4224,3.208384261,No,0,0,55.00425289,1066.666667,,,,,,,,,
4339.360875,38,OPTIMAL,863.0279248,3,0,5202.3888,13.55324092,No,0,0,80.90886795,1066.666667,,,,,,,,,
4293.585927,39,OPTIMAL,654.282873,3,0,4947.8688,21.36581719,No,0,0,61.33901935,1066.666667,,,,,,,,,
4328.999833,40,OPTIMAL,817.3945674,3,0,5146.3944,41.75356215,No,0,0,76.63074069,1066.666667,,,,,,,,,
4287.5443,41,OPTIMAL,548.3356995,3,0,4835.88,31.65243657,No,0,0,51.40647183,1066.666667,,,,,,,,,
4286.746655,42,OPTIMAL,620.3989454,3,0,4907.1456,27.33612482,No,0,0,58.16240113,1066.666667,,,,,,,,,
4334.65131,43,OPTIMAL,842.2854896,3,0,5176.9368,10.88832927,No,0,0,78.96426465,1066.666667,,,,,,,,,
4308.277747,44,OPTIMAL,726.1278527,3,0,5034.4056,13.8758092,No,0,0,68.07448619,1066.666667,,,,,,,,,
4346.883746,45,OPTIMAL,896.228254,3,0,5243.112,20.24261006,No,0,0,84.02139881,1066.666667,,,,,,,,,
4334.65131,46,OPTIMAL,842.2854896,3,0,5176.9368,18.21908561,No,0,0,78.96426465,1066.666667,,,,,,,,,
4356.015388,47,OPTIMAL,938.0006121,3,0,5294.016,24.90043806,No,0,0,87.93755739,1066.666667,,,,,,,,,
4364.195959,48,OPTIMAL,980.7240407,3,0,5344.92,0.783603452,No,0,0,91.94287881,1066.666667,,,,,,,,,
4303.082583,1,OPTIMAL,705.8710165,4,0,5008.9536,8.504091021,No,0,0,52.94032624,1333.333333,,,,,,,,,
4372.805802,2,OPTIMAL,1136.491698,4,0,5509.2975,26.09801666,Yes,0,0,85.23687736,1333.333333,,,,,,,,,
4369.332582,3,OPTIMAL,1081.637418,4,0,5450.97,12.36966625,Yes,0,0,81.12280636,1333.333333,,,,,,,,,
4375.963275,4,OPTIMAL,1186.359225,4,0,5562.3225,25.34024462,Yes,0,0,88.97694191,1333.333333,,,,,,,,,
4372.805802,5,OPTIMAL,1136.491698,4,0,5509.2975,18.90656318,Yes,0,0,85.23687736,1333.333333,,,,,,,,,
4310.398903,6,OPTIMAL,753.488597,4,0,5063.8875,23.63516842,No,0,0,56.51164477,1333.333333,,,,,,,,,
4348.959021,7,OPTIMAL,942.9359786,4,0,5291.895,35.39407728,Yes,0,0,70.72019839,1333.333333,,,,,,,,,
4368.701087,8,OPTIMAL,1071.663913,4,0,5440.365,30.28128349,Yes,0,0,80.37479345,1333.333333,,,,,,,,,
4341.36703,9,OPTIMAL,908.1079698,4,0,5249.475,7.888950341,Yes,0,0,68.10809773,1333.333333,,,,,,,,,
4374.068791,10,OPTIMAL,1156.438709,4,0,5530.5075,3.84519597,Yes,0,0,86.73290318,1333.333333,,,,,,,,,
4374.384538,11,OPTIMAL,1161.425462,4,0,5535.81,36.16260553,Yes,0,0,87.10690963,1333.333333,,,,,,,,,
4310.398903,12,OPTIMAL,753.488597,4,0,5063.8875,7.563253895,No,0,0,56.51164477,1333.333333,,,,,,,,,
4355.576984,13,OPTIMAL,973.4355163,4,0,5329.0125,6.913923144,Yes,0,0,73.00766372,1333.333333,,,,,,,,,
